genes,Entrez ID,Gene Symbol,GSM1116180,GSM1116181,GSM1116184,GSM1116187,GSM1116190,GSM1116191,GSM1116194,GSM1116195,GSM1116199,GSM1116200,GSM1116203,GSM1116204,GSM1116205,GSM1116208,GSM1116209,GSM1116213,GSM1116216,GSM1116217,GSM1116220,GSM1116221,GSM1116222,GSM1116223,GSM1116224,GSM1116225,GSM1116228,GSM1116231,GSM1116232,GSM1116234,GSM1116235
225237_s_at,124540,MSI2,10.0594,7.25284,6.4891,8.144,4.98316,9.66961,6.56058,6.48182,6.97049,7.79319,5.66459,7.19536,7.23937,6.62686,6.96898,8.15282,7.15857,7.3448,5.98633,6.83095,7.01903,6.56283,5.46997,8.44259,7.51503,8.31646,6.96475,8.53067,8.61208
225238_at,124540,MSI2,3.79736,3.56846,3.46443,3.53103,4.80335,3.399,3.25608,3.23843,3.31401,7.22205,3.21954,3.22916,3.22784,3.15556,3.13037,3.20249,3.47846,3.47741,3.64449,6.19855,4.50461,3.46389,3.45664,3.47235,3.45395,7.47137,3.37503,3.48059,3.43308
225239_at,283131,MIR612,14.2349,12.9132,13.2417,13.5782,12.9983,13.7227,13.2061,12.3475,13.4456,12.5783,13.5674,12.9492,13.5844,13.4246,13.0542,12.4968,12.7842,11.3947,12.5748,12.0958,14.8101,12.4569,13.2156,14.0361,13.4653,13.1538,12.1104,13.3924,13.9763
225240_s_at,124540,MSI2,12.1874,10.659,10.6271,11.7882,9.5845,12.0867,10.4897,10.1648,10.9435,11.1734,10.6751,10.8023,10.9599,10.442,10.8582,11.6443,10.1151,10.5212,10.2892,10.9659,10.1434,10.4835,10.6871,11.8635,10.4115,11.4385,10.7488,11.0813,11.3826
225241_at,151887,CCDC80,9.04818,9.4652,9.39795,8.41845,11.4696,8.30425,10.3665,10.845,8.9957,8.46871,8.35609,9.29966,8.03798,8.62012,10.1663,8.70921,8.30838,8.52754,9.92532,7.4765,8.0872,8.89371,8.40897,5.46411,9.34556,8.97048,9.48335,7.91414,8.78643
225242_s_at,151887,CCDC80,10.5269,10.4358,11.2574,10.6528,13.1549,9.67291,11.9167,12.2808,10.6954,9.92305,10.417,11.4844,9.95498,10.1868,11.9242,10.7067,9.96081,10.2663,12.1427,9.21362,10.3096,13.19,11.237,3.22781,10.9239,10.8253,10.7779,9.53998,10.2763
225243_s_at,7871,SLMAP,9.75319,9.97284,9.76572,10.3613,9.87293,9.26374,9.66399,9.76331,9.14633,10.2778,9.06842,9.80365,10.226,8.92344,9.60812,9.68105,10.2341,10.1364,9.36252,9.76977,8.73977,9.8533,10.1277,10.6026,10.093,9.43354,9.77428,11.1399,9.36122
225244_at,116841,LOC100130093,7.24032,7.48384,7.73154,7.97852,7.74155,7.46985,8.21104,8.06505,8.078,7.77473,7.94188,7.61783,8.03844,7.82991,7.45273,8.19601,8.2597,8.51271,7.56276,8.03363,7.75197,7.90627,8.64686,7.83475,7.75233,8.09005,8.41179,7.98841,8.6828
225245_x_at,55766,H2AFJ,10.852,11.0082,11.9449,10.9888,10.1691,11.5673,11.046,10.8848,11.6685,10.9919,12.3445,10.8705,12.8264,10.9536,11.0769,11.7343,11.4206,11.0951,10.5939,10.4917,12.0998,9.99133,11.7599,11.8255,10.7499,12.1282,10.4658,12.5366,12.551
225246_at,57620,STIM2,5.14134,6.02684,5.72803,5.00498,6.29065,4.89114,5.59396,5.57161,4.9956,5.45626,4.03307,6.17096,5.44556,5.32947,5.76022,5.3933,6.2228,6.14621,5.58673,5.97341,6.71326,5.559,4.87725,4.8796,6.72004,5.91973,4.97801,4.69877,5.99121
225247_at,91304,TMEM259,6.31436,6.88733,6.83511,6.65017,7.16922,7.3406,7.38372,6.81366,7.6749,6.63365,7.85712,6.89097,6.00404,7.19822,7.26867,7.33307,7.10167,7.18775,7.42432,6.98133,7.06758,8.03302,7.77928,7.40107,6.4481,6.9147,6.86658,7.12666,7.61026
225248_at,56928,SPPL2B,5.86703,6.4047,6.24967,5.90736,6.15783,6.95373,6.41051,6.29692,7.11522,5.99857,6.6956,6.23978,5.81985,6.54486,6.9319,6.25339,6.69305,6.83342,6.82291,6.55403,6.12023,6.50609,7.27958,6.62123,5.82776,6.58547,6.26966,6.2429,6.41381
225250_at,57620,STIM2,3.67535,3.83021,3.96,3.56057,3.98846,3.79259,4.08686,3.68838,3.60143,3.75977,3.69435,3.72985,3.67805,3.76085,3.69534,3.75172,3.79738,3.71182,3.78307,4.11198,3.87372,3.76214,3.74696,3.64343,3.80299,3.87284,3.7624,3.66818,3.71542
225251_at,53917,RAB24,7.06408,7.57874,7.68514,7.7653,8.2502,8.28546,8.28434,7.80796,8.16101,8.08169,8.14587,7.86965,7.83096,7.61847,8.1398,7.35926,8.18252,8.59789,8.16816,8.40099,8.32892,8.34248,8.31411,8.0064,8.19944,7.34141,7.9018,8.40379,8.17519
225252_at,140809,SRXN1,6.49895,7.09549,6.76458,6.79491,6.46518,7.85184,6.473,6.49737,6.95372,6.53935,7.17153,6.63723,6.36759,6.40088,7.08764,7.26715,7.39933,7.62429,6.61044,6.29166,6.54085,6.82378,6.44279,5.85893,7.30923,6.28284,6.39346,6.80526,8.06569
225253_s_at,55798,METTL2A,9.00028,8.90863,8.51735,8.8708,8.4233,9.88113,8.5951,8.59195,8.23204,8.73688,8.31011,8.52375,9.18286,8.81872,8.76491,8.2555,9.0317,9.12478,7.55893,7.93653,8.7704,7.87097,8.12191,8.67583,9.13322,8.71854,7.98638,8.55934,10.1358
225254_at,90324,CCDC97,5.08485,5.20235,5.15825,5.45102,5.04118,5.39224,5.12635,5.05324,5.94948,5.06148,5.49331,5.73506,5.51592,5.08392,5.3479,5.07573,5.40998,5.53865,5.33222,5.26644,5.74184,5.5104,5.51705,5.32176,4.83165,5.1812,5.03504,5.28966,5.79643
225256_at,,CTC-444N24.11,9.33023,9.11408,9.49224,10.1166,9.62006,9.69972,9.74151,9.787,9.2556,9.80544,9.68468,10.0705,9.89752,10.2752,10.2357,10.0284,9.0545,9.29749,10.1386,9.46556,9.81021,10.5297,9.85753,9.97229,9.38569,9.77695,9.22858,9.70407,9.1896
225257_at,90324,CCDC97,6.44873,6.96457,6.22171,7.49233,7.2419,7.14548,6.90638,7.07918,7.30433,6.74449,7.20847,6.76681,6.91785,6.8639,7.1576,6.80612,7.45175,7.25974,6.99358,7.0586,8.10859,7.13992,7.09862,6.83023,7.14522,6.89088,6.36587,6.57868,7.48811
225258_at,54751,FBLIM1,7.77906,8.63485,9.37881,8.79382,9.37047,8.647,9.90486,9.50316,7.48899,7.77962,8.13706,9.3768,8.27385,10.1788,8.61119,7.4498,9.09196,9.25177,9.83889,9.61479,9.31446,8.73783,8.31503,8.24458,9.61146,9.72519,8.55948,7.59738,7.47168
225259_at,51560,RAB6B,2.15931,2.16292,2.18016,2.00427,2.33594,2.63624,2.12231,2.04872,1.96975,2.35899,2.24819,2.36573,2.1072,2.03574,1.9584,2.0417,2.31777,2.47349,2.22148,2.15137,3.13575,2.47383,2.47805,2.4211,2.35832,2.5357,2.18552,2.51642,3.05652
225260_s_at,64983,MRPL32,10.6857,10.7528,10.5178,10.7479,10.4317,10.794,10.3614,10.5549,10.1664,10.444,10.328,10.7735,10.7799,10.2369,10.5333,10.2502,10.4833,10.6015,10.1971,10.0456,10.7528,10.803,10.1425,10.2664,10.4408,10.7691,9.62438,11.1405,10.8903
225261_x_at,51497,NELFCD,9.15931,9.24362,9.53467,8.90271,8.79873,10.0713,8.84944,9.02737,8.99785,8.72277,9.22534,9.00888,9.3734,9.10956,9.18402,7.56172,9.27283,9.43475,8.78436,8.74103,8.77629,8.51616,8.86082,9.55451,9.14178,8.69102,9.16058,8.69917,9.80677
225262_at,2355,FOSL2,8.76271,8.85648,9.18742,8.34507,8.80517,9.44671,9.68206,9.32199,8.97767,9.12803,9.08553,10.3208,9.18002,9.72491,9.49113,10.999,9.54382,8.48215,9.61738,8.06324,8.78697,10.1471,9.37025,9.52932,9.54205,10.0957,9.00271,9.46088,10.0499
225263_at,9394,HS6ST1,7.39091,7.5905,7.85176,8.87407,7.6331,7.51836,8.16314,7.67371,8.88068,7.93085,8.96757,8.28983,7.69147,8.79354,8.91069,8.31609,8.80444,8.25425,7.80614,7.90464,8.16724,8.32117,8.46423,8.36884,8.43753,7.49158,8.30142,7.40018,8.22912
225264_at,57038,RARS2,9.33385,9.15057,8.9921,8.56608,9.60441,9.13309,9.60077,9.53007,8.58806,9.40025,9.77598,9.14607,8.12561,9.62993,8.94461,9.53522,9.65144,9.30444,9.27454,8.84451,8.72751,8.9094,9.25693,9.18921,9.60956,9.53275,9.0861,9.8494,8.87884
225265_at,5937,RBMS1,8.22353,8.91255,9.67223,8.55719,8.89287,9.67293,8.85307,10.4134,7.7528,8.33086,6.66186,8.19181,9.09997,10.1779,8.95438,9.01334,9.22423,8.62625,7.24026,8.12423,8.01498,7.3877,6.73571,8.098,10.7446,8.24101,8.54206,8.35072,8.52236
225266_at,22834,ZNF652,7.48107,9.08325,8.78977,9.09036,8.61791,9.17301,8.45373,8.08469,8.25746,9.18893,8.78822,8.63554,10.0254,8.72767,9.08299,8.81055,9.3426,9.77411,9.76826,9.55621,7.5525,9.97375,9.06647,8.66914,9.06858,7.46907,8.99235,9.36428,9.11131
225267_at,3840,KPNA4,10.8127,10.184,10.2982,10.7785,10.5221,10.7437,10.596,10.4049,10.1996,10.2548,9.85664,10.8045,10.4306,10.7541,10.6014,10.0766,9.96971,10.1636,9.80503,10.0343,11.2743,10.5975,10.0483,9.55376,10.6214,11.0965,10.2239,10.2652,10.0702
225268_at,3840,KPNA4,11.2058,10.7004,10.745,11.2021,10.7503,10.9512,10.9167,10.7577,10.4756,10.6588,10.8713,10.8599,10.6603,11.0053,10.7326,10.3593,10.0976,10.3453,10.5851,10.3826,11.4619,11.0103,10.8542,10.1453,10.6543,11.4289,10.7413,10.5071,10.4306
225269_s_at,5937,RBMS1,9.99413,10.0154,10.3883,10.3995,10.6829,10.373,10.7249,10.5234,9.63518,9.77007,9.80774,10.6338,10.1147,10.9021,10.5889,10.0561,10.0006,9.6036,10.1015,9.94893,9.82476,10.0544,9.86422,9.46058,10.8722,9.82079,9.2738,8.8098,9.76637
225270_at,4756,NEO1,6.77559,6.45233,6.98823,7.65767,8.04834,6.24836,7.32028,7.87305,9.07265,7.83096,7.04565,7.57637,7.11752,7.5418,7.85866,8.49558,8.02612,8.23202,7.46082,8.45006,7.32546,7.70238,7.1827,8.55644,7.70137,7.33341,8.48193,6.93184,7.34894
225271_at,55362,TMEM63B,7.18703,7.08719,7.62434,7.47099,7.00424,7.93836,7.47122,7.49339,8.32616,7.45709,7.89963,7.18757,7.25021,7.37529,7.60767,7.82827,7.57611,8.08177,7.68589,7.68639,8.2507,6.75152,7.70372,8.02617,7.06696,7.46599,7.54794,7.5299,7.18056
225272_at,112483,SAT2,8.30675,8.64602,8.79011,8.60534,9.22,7.66262,9.09892,8.95011,8.96401,8.34004,9.30258,9.40383,8.48429,8.9273,8.93767,8.14573,9.05342,9.51674,8.18758,9.00148,8.13372,8.61058,9.11809,9.24342,8.99864,8.05578,7.95587,7.85884,8.28088
225273_at,55841,WWC3,8.72806,9.27977,9.16091,10.6905,9.62593,9.2754,10.3016,9.69387,8.37089,9.51062,9.72099,9.83256,10.1438,9.86698,10.5002,7.8242,9.36308,9.27253,10.1604,9.36861,9.95111,10.0706,10.3086,9.51464,10.1094,9.01931,9.12858,9.19106,8.63668
225274_at,51449,PCYOX1,9.97312,9.79937,10.072,9.87869,9.64803,8.97849,10.1245,9.78876,11.0881,9.90823,9.86763,9.81293,10.3275,10.17,10.1327,10.366,10.528,9.82914,9.77837,9.44571,9.94305,10.09,9.37592,11.3581,9.85157,10.3732,8.7777,9.7841,9.30554
225275_at,10085,EDIL3,12.17,11.3875,11.8926,12.6062,12.3844,12.2724,12.4934,10.6165,8.36465,10.876,11.4491,11.0915,9.91348,11.7902,11.1418,11.5917,12.2317,10.1792,12.611,11.1219,11.3395,11.7103,9.60157,9.1908,12.6104,12.6004,11.2038,10.2597,11.081
225276_at,2935,GSPT1,9.09651,9.50855,10.3034,8.92785,9.27212,9.37963,8.83423,8.86558,9.25449,9.4802,9.20538,9.10574,9.38397,9.24687,8.87569,8.823,9.28469,9.17067,9.40333,9.38394,7.69643,9.50931,9.33551,9.57748,9.06576,9.07448,9.6878,9.08726,9.20599
225277_at,91252,SLC39A13,7.05138,7.30777,7.66067,7.67474,7.33579,7.73797,7.69805,7.08938,7.74423,6.94364,7.55123,7.38091,7.04358,7.43823,7.77022,7.39109,7.21464,7.16137,7.69554,7.35208,7.46993,7.68406,7.4862,7.14373,7.56171,7.57247,7.20822,7.09132,7.65484
225278_at,5565,PRKAB2,7.71198,7.02371,7.09719,7.71921,7.88401,7.01631,8.07184,8.20123,6.69267,7.62359,7.10061,7.07324,6.73959,7.84581,8.21229,7.0907,7.74627,7.78912,7.71564,8.32008,7.04665,8.27439,7.66878,7.13865,7.50624,7.72386,8.17763,7.44108,7.7287
225280_x_at,414,ARSD,8.30631,8.72802,8.94937,9.01575,7.92511,8.74991,8.94415,7.61158,8.99846,9.45291,8.82865,8.55077,9.08869,9.27878,7.61542,9.9514,9.51356,9.65366,9.06274,10.1875,8.60644,8.97268,10.1412,8.85629,8.82726,9.13693,8.84189,8.90768,8.60087
225281_at,25871,C3orf17,9.27597,9.40163,9.22798,9.27057,9.40062,9.31529,9.3933,9.13579,9.06006,9.36934,9.40285,9.09115,9.31329,8.52083,9.32222,9.00382,9.28021,9.49573,9.24699,8.92957,9.30246,9.60316,9.79453,9.10323,9.84884,9.64312,9.54513,9.38604,9.15522
225282_at,64744,SMAP2,7.72547,8.08502,7.52729,7.97867,9.05798,7.67522,8.26323,7.89326,7.98332,8.24319,8.24932,8.06168,7.53858,7.52758,7.95786,7.32848,8.45652,7.36387,6.99317,7.28455,8.76459,8.93837,8.72175,8.63584,8.56379,7.62577,7.18898,7.61621,8.17137
225283_at,91947,ARRDC4,7.92396,7.96327,7.98888,9.15503,8.29274,7.13921,9.12802,9.2901,8.3829,10.6539,9.01236,10.0885,9.31736,8.2354,9.56512,8.58363,9.00493,8.30687,11.0879,8.67327,8.83979,9.88707,8.62426,10.4195,8.05676,8.39563,7.96236,7.36535,7.30526
225284_at,5611,DNAJC3,9.2261,9.39495,9.5905,10.2413,9.86466,9.59267,10.0218,9.41396,9.04419,9.58694,10.0742,10.1192,9.87349,9.8826,9.83782,10.0685,10.0958,9.8109,9.58447,9.50476,10.2699,9.85689,10.0755,10.671,9.79189,9.86189,8.89818,9.37999,9.2916
225285_at,586,BCAT1,9.1908,8.99809,9.92497,10.7559,8.75974,9.90048,9.53241,7.79682,8.29406,6.26645,9.17784,9.05051,6.90687,9.62298,8.95648,7.37911,8.67845,7.15596,8.63176,6.58208,8.70192,9.67546,8.74025,8.13627,9.72905,9.33055,7.30124,7.94432,8.61949
225286_at,414,ARSD,7.64827,8.20694,8.23179,8.60872,7.42272,8.1295,8.05821,7.11204,8.76483,8.64595,8.03412,7.9111,8.15447,8.23343,7.19473,9.07335,9.06571,9.51007,8.30988,9.0292,8.04097,8.36777,9.51196,8.08785,7.91836,8.5024,7.58568,7.87335,8.02198
225287_s_at,90809,TMEM55B,7.4448,7.43467,7.65102,7.63976,7.84112,7.42614,7.58888,7.19951,8.32814,7.32033,7.75184,8.03889,7.45283,7.45425,8.09859,7.72033,7.68422,7.4086,7.25906,6.81665,7.81417,7.30503,7.5533,7.39338,7.84307,7.68851,7.04786,7.84725,7.40354
225288_at,85301,COL27A1,3.30023,5.09304,6.89675,6.93222,7.31274,8.18535,8.05797,7.85644,8.87691,5.94773,8.31062,8.15713,8.50223,8.32282,6.14242,10.3168,5.31628,7.25529,5.71858,8.66426,7.22664,7.87447,7.87414,4.75842,6.03698,7.12152,8.38282,8.16735,8.0057
225289_at,6774,STAT3,7.24768,8.02217,7.02743,7.76905,7.7994,7.15738,7.82636,7.40594,8.14526,7.83246,7.27977,7.89432,7.32293,7.65862,7.4736,8.48729,8.50633,8.38338,7.10767,7.99863,7.50032,7.13409,7.63254,7.94083,8.28281,7.24456,8.02327,7.74516,7.35867
225290_at,55500,ETNK1,11.3972,11.2782,10.7313,11.6766,11.1369,10.8435,10.6876,11.2837,10.3001,11.6559,11.2137,11.623,11.6169,11.0871,11.0725,12.6329,10.9265,10.8043,11.0352,11.4873,10.732,11.6087,10.9179,11.7505,10.5332,11.4207,12.0626,12.1463,11.5016
225291_at,87178,PNPT1,8.59286,8.92973,8.58903,8.7677,7.9674,8.69132,8.45615,8.70606,8.85097,8.78728,8.83454,8.43808,9.39515,8.75021,8.49911,8.10095,8.89681,8.93203,8.56983,8.30353,9.74275,8.53096,8.51581,8.53874,8.65904,8.62029,7.84783,8.08008,7.9639
225292_at,85301,COL27A1,4.4919,5.38142,5.4423,5.0212,5.21568,6.22993,5.58584,5.58141,6.63954,4.7655,6.00612,5.86009,6.27106,6.35314,5.076,7.05609,4.11591,5.13837,5.85048,6.40033,5.41893,5.34521,5.56967,4.51226,4.70421,5.29276,6.06724,5.47118,5.47312
225293_at,85301,COL27A1,6.16931,8.22275,8.5934,8.76881,9.09737,9.43675,9.99697,9.42259,9.96573,8.6215,10.1549,9.78063,10.3063,10.0515,8.24941,11.4139,7.95354,8.85186,8.17727,10.3383,8.17491,9.26059,9.74528,8.46446,8.39478,9.41037,10.0801,9.74706,9.66003
225294_s_at,58485,TRAPPC1,8.34014,8.46055,8.21515,8.2064,8.18061,7.9067,8.49448,7.65974,8.05354,7.34306,8.47357,8.51932,8.27213,8.30438,8.07537,7.23519,8.75138,9.14921,7.56195,8.18126,8.52409,7.88259,7.85663,9.023,8.93358,7.47678,7.11762,7.47487,8.31382
225295_at,57181,SLC39A10,8.4034,8.07392,8.76665,8.88995,9.45332,8.85752,8.8225,9.07941,7.70036,8.55951,8.59672,9.02422,8.54143,8.34955,8.55815,8.73467,8.77634,8.33653,8.44279,8.41318,8.52757,8.85555,8.0503,9.06919,8.82617,8.96261,8.17595,9.59071,8.18559
225296_at,57693,ZNF317,7.04356,7.37616,7.54142,8.2677,7.61139,7.41199,7.85198,7.47527,7.2258,7.58893,7.67542,7.42839,6.87216,7.67638,7.72808,7.50551,7.77988,7.80911,7.44494,7.3862,7.55441,8.29838,7.61306,7.40328,7.85488,7.41301,7.61276,7.27088,7.34681
225297_at,115106,HAUS1,10.5241,8.94278,9.18052,9.15901,9.62557,9.37322,9.11742,9.2674,9.84731,9.42556,9.3336,8.75957,9.16866,9.09676,8.26464,10.5552,9.23256,9.97779,8.57592,8.86331,8.40553,9.49785,8.9926,10.0838,9.76308,9.46024,9.09446,8.50055,8.5199
225298_at,25953,PNKD,8.50007,7.92257,8.32746,8.33822,8.24506,8.34667,8.24799,8.08424,8.9637,8.14991,8.0218,7.91471,7.95659,7.94934,8.05009,8.09273,8.83924,8.54166,8.1457,7.91897,7.6712,8.27029,8.22008,9.06011,8.28431,8.04048,7.47977,8.41551,7.41177
225299_at,4645,MYO5B,7.80593,6.7477,7.62048,8.4364,6.75446,7.55717,6.83183,5.9578,6.97813,9.05572,7.48961,6.88588,8.92696,8.41762,6.09745,9.09595,8.37374,6.7903,8.11565,7.78679,5.59056,9.62252,8.20326,6.49933,8.55928,6.7229,7.7047,6.82102,7.97024
225300_at,90417,KNSTRN,7.20846,6.5005,6.31555,7.57634,7.06548,5.8603,5.72883,6.06584,5.0263,5.28889,6.46627,6.77743,6.42991,5.52589,5.55391,6.07038,7.10112,6.90794,4.86049,5.00489,6.65639,6.43132,5.46843,6.69007,6.52485,6.45708,7.41189,4.84644,4.48493
225301_s_at,4645,MYO5B,7.94802,8.62276,9.51513,9.74122,8.90184,8.91847,9.10638,8.84289,7.38088,9.30653,9.17969,9.1233,9.62756,9.99923,8.49487,8.36476,9.66291,9.7095,9.27264,9.05178,9.48749,9.49289,10.2981,6.91551,10.1026,9.1492,8.25272,9.03417,8.52234
225302_at,54495,TMX3,10.1558,9.69831,9.88517,10.0124,10.5821,10.022,10.1211,9.44234,10.2838,10.4023,10.0321,10.0058,10.1407,10.0157,9.75299,10.3655,10.0121,9.78838,10.0296,9.77263,9.87212,10.6448,9.73796,9.47668,10.1976,9.92611,9.74739,9.23671,9.52417
225303_at,55243,KIRREL,5.33932,4.28735,6.53376,5.25989,7.51979,5.69998,6.7616,6.10472,4.42417,4.77951,5.03876,6.40432,4.98324,6.38041,6.82892,6.31721,5.93019,5.16222,6.5897,4.31555,4.84173,6.73816,4.62243,3.74363,6.28829,6.40194,4.36577,4.43128,4.44199
225304_s_at,126328,NDUFA11,9.7438,9.3068,9.5078,10.0821,9.84916,10.005,9.84657,9.74916,9.77256,9.19075,9.63328,9.72834,9.89267,9.65875,9.69771,9.36664,9.77393,9.91772,9.64275,8.76939,9.03097,9.60324,9.2939,9.36646,10.4187,9.53642,8.67548,9.41293,9.65864
225305_at,123096,SLC25A29,6.77312,6.34564,6.36041,6.44191,7.64954,7.48103,7.7163,7.47574,6.83154,7.3114,8.23203,7.64226,7.58372,7.42432,7.43295,6.76376,7.88489,7.55104,6.51517,7.73565,8.31885,5.78006,8.48867,7.47449,6.57574,8.52372,8.47396,5.55943,7.67698
225306_s_at,123096,SLC25A29,7.50616,7.33546,7.26465,7.37555,8.04232,7.98224,8.77494,8.00896,7.50464,8.26707,9.0999,8.4028,8.00508,8.45505,8.32539,7.78644,8.65915,8.21441,6.8937,8.70672,8.83007,7.02568,9.53516,8.50423,7.54481,9.02679,9.36081,6.94833,8.63886
225307_at,118472,ZNF511,6.25532,6.9004,6.1357,5.8308,6.3946,6.6564,6.4852,6.1286,6.95499,6.16834,6.74848,6.06487,6.12031,6.18134,6.2225,6.32512,6.74666,6.82928,6.36453,6.76215,7.05129,6.49791,6.38527,7.03255,6.37742,6.18956,6.7322,6.19362,6.5485
225308_s_at,85461,TANC1,10.727,10.1224,10.1029,10.4696,10.0686,10.0159,10.2535,9.97486,8.84424,9.53768,8.78034,10.1434,10.0064,10.2366,9.94309,8.95168,9.58802,10.5272,10.0159,10.1218,8.95142,9.80295,9.65044,9.1596,10.109,10.0438,9.57915,9.89476,8.58155
225309_at,84844,PHF5A,7.62674,8.11116,8.50127,8.46135,8.41693,8.49054,8.45758,7.88406,7.59534,7.59082,7.59251,8.36628,7.28167,8.57092,8.6581,7.77302,8.08438,8.84124,7.9292,8.53554,7.9599,8.39827,8.16634,8.2118,7.8506,8.67452,7.80156,7.59369,8.06273
225310_at,26787,LOC101928747,10.0844,10.0793,10.1601,10.156,10.5518,10.3662,10.4044,10.3447,9.76683,10.2693,10.5744,10.0908,10.5335,10.8896,10.1693,11.1202,10.3615,10.3919,10.5777,10.5278,9.82167,11.0794,10.5282,9.73579,10.2078,10.6953,10.0956,8.82369,10.1194
225311_at,3712,IVD,7.31304,8.34422,7.44645,7.75259,7.25986,7.15446,7.24572,7.56163,8.08849,7.80025,7.93322,6.10919,7.39523,7.48221,7.70096,7.67055,7.84143,8.95007,7.36888,8.12277,6.3968,7.59382,8.10931,8.21509,8.02096,7.42294,7.63214,6.64231,7.61622
225312_at,170622,COMMD6,12.0045,12.2857,12.6495,12.2749,12.5801,12.2744,12.5079,12.6705,11.659,12.2066,12.2595,12.5575,12.1423,12.1554,12.3528,12.219,12.2608,12.778,12.2467,12.4723,12.0469,12.4275,12.1595,11.9965,12.3214,12.3879,12.0603,11.7815,11.5992
225313_at,63939,FAM217B,7.4142,6.22314,7.20928,6.27086,7.51721,7.23103,6.15428,7.22713,6.96194,7.15464,7.13666,6.72833,7.03296,6.69911,6.48479,6.00572,6.84528,8.24384,5.57671,5.97168,6.45512,6.82095,6.92143,8.52456,6.94854,5.1755,7.32607,4.81542,7.36838
225314_at,132299,OCIAD2,9.26156,8.34467,8.53022,8.46144,8.77929,8.91989,8.57451,8.62278,9.15671,8.74406,10.1455,8.67968,9.25421,9.01563,7.85115,8.9432,9.33944,10.0297,8.05897,9.27475,9.42635,8.69644,8.70859,9.82436,9.06115,9.19087,7.72808,9.35133,8.20071
225315_at,219927,MRPL21,8.39857,7.47739,6.60189,7.72882,8.3259,6.91011,7.5125,7.38359,8.08634,7.61529,8.67515,7.3681,9.47574,7.34865,7.70298,7.01108,8.29384,8.00279,7.2639,7.1028,8.23412,8.08463,7.55003,7.65794,7.58808,6.53436,6.14058,7.87895,7.2828
225316_at,84879,MFSD2A,3.51159,3.31646,3.5094,4.68012,3.44688,4.56135,3.13995,3.57927,3.44505,3.78665,3.2684,3.69808,3.25325,3.76629,3.49317,3.60351,3.2693,6.98899,3.45462,4.90057,3.99969,3.54402,3.82404,3.52118,3.34162,3.79841,3.45535,3.72832,4.01833
225317_at,84320,ACBD6,6.8714,6.83409,6.93596,7.36093,7.5342,7.17596,7.53531,7.4508,7.17681,7.43258,8.05129,7.263,7.17016,6.9787,6.89365,6.9346,7.42211,8.08552,7.0422,7.61278,7.44299,7.20264,8.0948,6.93225,7.0523,6.99868,7.63615,7.26914,7.21704
225318_at,54904,WHSC1L1,10.4343,10.647,10.8412,9.70231,10.1476,10.4663,9.58083,9.92357,9.14642,10.6248,9.74475,9.92754,9.45493,9.82102,10.2001,11.8212,9.68952,10.0576,9.77721,10.6095,9.05517,10.4012,9.66671,9.83848,9.5744,10.4878,11.4319,8.71644,9.49062
225319_s_at,84923,FAM104A,8.30203,8.43864,7.68053,8.40826,8.08028,8.63674,8.285,7.08897,8.88082,8.37503,8.70599,8.29664,9.34393,8.01374,8.39597,8.65939,9.05222,8.53115,7.97836,8.07382,8.62737,8.46977,8.91294,9.10828,8.39095,9.03155,7.92205,8.2878,8.85772
225320_at,90550,MCU,6.63298,6.63225,6.31108,6.66456,6.59064,6.51202,6.70006,6.05964,5.74802,5.96068,6.1533,6.40047,5.8945,6.136,6.58841,6.37027,6.30517,6.31778,6.43211,6.41857,6.26643,6.50545,6.45629,4.34497,6.74089,6.5807,6.54577,6.86607,6.43467
225321_s_at,29990,MIR6840,10.9882,10.2459,9.64645,10.8227,10.4698,10.5336,11.0633,10.9234,10.3465,11.2709,10.6239,11.1625,10.2743,10.5675,10.6993,10.5054,10.7135,11.6137,11.1449,11.7248,9.70493,10.8641,11.4269,10.1196,10.6876,11.6178,10.6271,8.81932,10.1776
225322_s_at,80233,C17orf70,2.81596,3.0129,3.08235,3.13341,2.56553,4.39796,3.79983,2.59114,5.05112,2.66479,2.94433,2.95156,2.90993,3.11016,3.09627,4.43557,2.60289,3.87186,3.46544,3.18054,3.18441,2.7634,3.21728,3.22097,2.99146,3.1301,3.07828,3.06295,3.09015
225323_at,200014,CC2D1B,5.29025,6.18167,5.21947,6.04191,5.75787,5.75396,5.82409,5.37444,6.33563,5.64488,6.12736,6.02359,4.08791,5.3098,6.23118,6.15503,6.14131,6.02693,5.504,5.57956,6.65232,5.90375,6.17816,5.97238,5.82487,5.51896,4.60533,4.84914,5.04858
225324_at,54675,CRLS1,9.2722,9.28215,9.42738,9.42027,8.98925,9.26291,8.65036,9.12589,9.54136,9.22801,9.40728,9.66729,9.94377,9.48824,9.4691,8.91024,9.09929,9.88264,9.12334,9.25562,8.63773,9.98204,8.54552,8.79767,9.64597,8.23812,9.27797,9.23154,9.75799
225325_at,54842,MFSD6,7.46262,6.39813,6.77144,8.97773,8.53416,7.15113,8.10359,7.54552,9.28162,9.1888,8.6399,8.45521,8.30712,8.12102,7.75464,8.46881,10.3466,9.12482,7.32761,7.9972,9.03353,8.50247,7.82824,11.7674,8.64041,8.46026,7.4702,10.1002,8.64602
