source,target,correlation,uncorrected p,FDR
514,5660,0.646,0.000152138,0.00823489
23022,4267,0.646,0.000152138,0.00823489
6173,6228,0.646,0.000152934,0.00827367
6136,6144,0.646,0.000154116,0.00833245
359948,375,0.646,0.0001545,0.00833245
6146,6235,0.646,0.0001545,0.00833245
3958,6414,0.646,0.0001545,0.00833245
1295,3685,0.646,0.0001545,0.00833245
293,6205,0.646,0.000155307,0.00836299
1933,6205,0.645,0.000156506,0.00840072
100422872,3181,0.645,0.000156895,0.00840072
5042,6146,0.645,0.000156895,0.00840072
6143,6155,0.645,0.000156895,0.00840072
23521,6222,0.645,0.000156895,0.00840072
6143,6206,0.645,0.000156895,0.00840072
3688,54829,0.645,0.000156895,0.00840072
1490,6423,0.645,0.000156895,0.00840072
1293,8483,0.645,0.000156895,0.00840072
6181,6194,0.645,0.000158929,0.00848275
11031,4060,0.645,0.000159322,0.00848275
6726,8204,0.645,0.000159322,0.00848275
26986,6203,0.645,0.000159322,0.00848275
1915,6135,0.645,0.000159322,0.00848275
1915,6160,0.645,0.000159322,0.00848275
6155,6167,0.645,0.000159322,0.00848275
6188,6227,0.645,0.000159322,0.00848275
6144,6146,0.645,0.000159322,0.00848275
6130,6158,0.645,0.000159322,0.00848275
677,6925,0.645,0.000159322,0.00848275
6169,6209,0.645,0.000160152,0.00851823
6201,6207,0.645,0.000160152,0.00851823
6139,6205,0.644,0.000161384,0.00857938
29997,6167,0.644,0.000161783,0.00858743
1513,7431,0.644,0.000161783,0.00858743
3151,3192,0.644,0.000162624,0.00862771
103,64710,0.644,0.000164277,0.00867563
2512,5660,0.644,0.000164277,0.00867563
26986,6201,0.644,0.000164277,0.00867563
6187,6201,0.644,0.000164277,0.00867563
2665,6189,0.644,0.000164277,0.00867563
6130,6143,0.644,0.000164277,0.00867563
6083,6167,0.644,0.000164277,0.00867563
3133,567,0.644,0.000164277,0.00867563
2665,8404,0.643,0.000166805,0.00877801
170622,6175,0.643,0.000166805,0.00877801
10521,6122,0.643,0.000166805,0.00877801
115908,6925,0.643,0.000166805,0.00877801
1513,165,0.643,0.000166805,0.00877801
25873,6201,0.643,0.000167671,0.0088191
6161,6181,0.643,0.000168954,0.0088821
6129,6135,0.643,0.000169368,0.00889042
6137,6235,0.643,0.000169368,0.00889042
6136,6218,0.643,0.000170246,0.00893198
1303,6281,0.642,0.000171546,0.00897253
6205,6229,0.642,0.000171546,0.00897253
10109,6281,0.642,0.000171546,0.00897253
10972,3312,0.642,0.000171966,0.00897253
10109,3939,0.642,0.000171966,0.00897253
1937,6191,0.642,0.000171966,0.00897253
1933,29997,0.642,0.000171966,0.00897253
29997,6124,0.642,0.000171966,0.00897253
6122,6128,0.642,0.000171966,0.00897253
6139,6175,0.642,0.000171966,0.00897253
5692,5872,0.642,0.000172855,0.00900992
6160,6228,0.642,0.000172855,0.00900992
10410,8031,0.642,0.000174598,0.00905999
7184,975,0.642,0.000174598,0.00905999
6138,6210,0.642,0.000174598,0.00905999
6138,6189,0.642,0.000174598,0.00905999
23521,6155,0.642,0.000174598,0.00905999
6203,6235,0.642,0.000174598,0.00905999
6133,6141,0.642,0.000174598,0.00905999
6201,6222,0.642,0.000174598,0.00905999
1213,5478,0.642,0.0001755,0.00910226
10109,3119,0.641,0.000177267,0.00917105
5204,6161,0.641,0.000177267,0.00917105
6206,9045,0.641,0.000177267,0.00917105
1462,4060,0.641,0.000177267,0.00917105
1295,378,0.641,0.000179971,0.00927412
51313,6902,0.641,0.000179971,0.00927412
170622,6122,0.641,0.000179971,0.00927412
25878,8483,0.641,0.000179971,0.00927412
6122,6129,0.64,0.000182712,0.00935062
170622,6224,0.64,0.000182712,0.00935062
51386,6167,0.64,0.000182712,0.00935062
6173,6229,0.64,0.000182712,0.00935062
2665,6173,0.64,0.000182712,0.00935062
6222,6223,0.64,0.000182712,0.00935062
6128,6227,0.64,0.000182712,0.00935062
10399,6137,0.64,0.000182712,0.00935062
6135,6175,0.64,0.000182712,0.00935062
10376,967,0.64,0.000182712,0.00935062
6161,6201,0.64,0.000182712,0.00935062
6152,6201,0.64,0.000182712,0.00935062
30851,7058,0.64,0.000182712,0.00935062
10399,6228,0.64,0.000183652,0.00938951
1982,7846,0.64,0.000183652,0.00938951
5042,6083,0.64,0.00018549,0.00944177
293,4736,0.64,0.00018549,0.00944177
6204,6235,0.64,0.00018549,0.00944177
5872,6738,0.64,0.00018549,0.00944177
4736,8665,0.64,0.00018549,0.00944177
1277,4060,0.64,0.00018549,0.00944177
4282,6146,0.639,0.000188305,0.00954311
6133,7311,0.639,0.000188305,0.00954311
6138,6229,0.639,0.000188305,0.00954311
4666,6229,0.639,0.000188305,0.00954311
3512,3514,0.639,0.000188305,0.00954311
4282,51386,0.639,0.000188305,0.00954311
1295,7077,0.639,0.000188305,0.00954311
10631,677,0.639,0.000188305,0.00954311
54543,6228,0.639,0.000189271,0.00958741
103,3842,0.639,0.000191158,0.00963147
4904,7077,0.639,0.000191158,0.00963147
10109,6876,0.639,0.000191158,0.00963147
51386,6217,0.639,0.000191158,0.00963147
6203,6233,0.639,0.000191158,0.00963147
563,8553,0.639,0.000191158,0.00963147
6159,6234,0.639,0.000191158,0.00963147
6228,8665,0.639,0.000192137,0.00967614
54543,6130,0.638,0.000194049,0.00974885
2665,6128,0.638,0.000194049,0.00974885
4082,4267,0.638,0.000194049,0.00974885
7077,8404,0.638,0.000194049,0.00974885
6678,6925,0.638,0.000194049,0.00974885
23521,25873,0.638,0.000195042,0.00979401
6135,6207,0.638,0.000196509,0.00983911
4736,51386,0.638,0.000196979,0.00983911
6155,6168,0.638,0.000196979,0.00983911
6124,6155,0.638,0.000196979,0.00983911
5204,6234,0.638,0.000196979,0.00983911
6159,6167,0.638,0.000196979,0.00983911
4736,6124,0.638,0.000196979,0.00983911
11059,3303,0.638,0.000196979,0.00983911
1345,3326,0.638,0.000196979,0.00983911
10140,8553,0.638,0.000196979,0.00983911
6189,6228,0.638,0.000197985,0.00987991
2625,51495,0.638,0.000197985,0.00987991
6217,8404,0.637,0.000199947,0.00993974
11337,1973,0.637,0.000199947,0.00993974
1936,23521,0.637,0.000199947,0.00993974
6142,6188,0.637,0.000199947,0.00993974
4736,6167,0.637,0.000199947,0.00993974
6139,6157,0.637,0.000199947,0.00993974
359948,3799,0.637,0.000199947,0.00993974
6222,9045,0.637,0.000199947,0.00993974
6133,6181,0.637,0.000202474,0.0100557
23471,7431,0.637,0.000202955,0.0100557
29997,6160,0.637,0.000202955,0.0100557
6157,6203,0.637,0.000202955,0.0100557
6202,6222,0.637,0.000202955,0.0100557
1462,7078,0.637,0.000202955,0.0100557
23022,677,0.637,0.000202955,0.0100557
1982,4267,0.637,0.000205516,0.0101632
6635,7170,0.636,0.000206004,0.0101632
11167,3490,0.636,0.000206004,0.0101632
6122,6206,0.636,0.000206004,0.0101632
10632,6230,0.636,0.000206004,0.0101632
6137,6173,0.636,0.000206004,0.0101632
3921,6161,0.636,0.000206004,0.0101632
4060,7058,0.636,0.000206004,0.0101632
3491,81671,0.636,0.000209092,0.0102622
6122,6203,0.636,0.000209092,0.0102622
6083,6233,0.636,0.000209092,0.0102622
6139,6159,0.636,0.000209092,0.0102622
6128,6152,0.636,0.000209092,0.0102622
1936,6193,0.636,0.000209092,0.0102622
7168,800,0.636,0.000209092,0.0102622
4082,7077,0.636,0.000209092,0.0102622
23022,7078,0.636,0.000209092,0.0102622
6635,6738,0.635,0.000212222,0.0103767
51386,6173,0.635,0.000212222,0.0103767
6206,6222,0.635,0.000212222,0.0103767
6201,6206,0.635,0.000212222,0.0103767
6157,6160,0.635,0.000212222,0.0103767
2200,6925,0.635,0.000212222,0.0103767
6136,6209,0.635,0.000214886,0.0104923
25800,375,0.635,0.000215393,0.0104923
23521,6168,0.635,0.000215393,0.0104923
11224,6206,0.635,0.000215393,0.0104923
11224,6218,0.635,0.000215393,0.0104923
6132,6142,0.635,0.000215393,0.0104923
4666,4736,0.635,0.000215393,0.0104923
29058,81671,0.634,0.000218605,0.0106091
11331,6206,0.634,0.000218605,0.0106091
54543,6164,0.634,0.000218605,0.0106091
3921,6155,0.634,0.000218605,0.0106091
6167,6175,0.634,0.000218605,0.0106091
3646,6224,0.634,0.000218605,0.0106091
10631,165,0.634,0.000218605,0.0106091
6122,6136,0.634,0.000221342,0.0107269
6138,6228,0.634,0.000221342,0.0107269
25873,6146,0.634,0.000221342,0.0107269
3020,359948,0.634,0.00022186,0.0107271
1936,6201,0.634,0.00022186,0.0107271
23521,2665,0.634,0.00022186,0.0107271
3646,6144,0.633,0.000225158,0.0108413
170622,6193,0.633,0.000225158,0.0108413
1937,6224,0.633,0.000225158,0.0108413
2665,6130,0.633,0.000225158,0.0108413
6157,6218,0.633,0.000225158,0.0108413
170622,2665,0.633,0.000225158,0.0108413
800,8483,0.633,0.000225158,0.0108413
10933,1513,0.633,0.000225158,0.0108413
6223,6228,0.633,0.000226295,0.010891
23471,3688,0.633,0.000228499,0.0109264
10159,6612,0.633,0.000228499,0.0109264
1345,509,0.633,0.000228499,0.0109264
6138,6164,0.633,0.000228499,0.0109264
6203,6230,0.633,0.000228499,0.0109264
6223,6234,0.633,0.000228499,0.0109264
2665,6204,0.633,0.000228499,0.0109264
6202,9045,0.633,0.000228499,0.0109264
6146,6167,0.633,0.000228499,0.0109264
4673,6133,0.633,0.000228499,0.0109264
6134,6173,0.633,0.000228499,0.0109264
25912,4179,0.633,0.000231884,0.0110427
5204,6168,0.633,0.000231884,0.0110427
3514,718,0.633,0.000231884,0.0110427
4666,6209,0.633,0.000231884,0.0110427
10399,6158,0.633,0.000231884,0.0110427
6135,6205,0.632,0.000234768,0.0111398
4179,9804,0.632,0.000235313,0.0111398
26986,8667,0.632,0.000235313,0.0111398
6129,6201,0.632,0.000235313,0.0111398
170622,6164,0.632,0.000235313,0.0111398
23521,6208,0.632,0.000235313,0.0111398
4666,6160,0.632,0.000235313,0.0111398
4736,6175,0.632,0.000235313,0.0111398
6128,6137,0.632,0.000235313,0.0111398
2335,3688,0.632,0.000235313,0.0111398
6164,6181,0.632,0.000238235,0.0112633
10109,7431,0.632,0.000238787,0.0112633
6168,6194,0.632,0.000238787,0.0112633
1300,3688,0.632,0.000238787,0.0112633
1290,1513,0.632,0.000238787,0.0112633
1513,800,0.632,0.000238787,0.0112633
4904,5552,0.631,0.000242306,0.0113726
10109,1303,0.631,0.000242306,0.0113726
6189,6217,0.631,0.000242306,0.0113726
6083,6157,0.631,0.000242306,0.0113726
6159,6217,0.631,0.000242306,0.0113726
23521,6161,0.631,0.000242306,0.0113726
3921,6143,0.631,0.000242306,0.0113726
30061,677,0.631,0.000242306,0.0113726
3646,6228,0.631,0.000243521,0.0114245
103910,10627,0.631,0.00024587,0.0115037
293,6135,0.631,0.00024587,0.0115037
1915,6201,0.631,0.00024587,0.0115037
7431,800,0.631,0.00024587,0.0115037
2495,9689,0.63,0.000247101,0.0115509
10480,678,0.63,0.000249481,0.0116205
1933,9349,0.63,0.000249481,0.0116205
2665,6217,0.63,0.000249481,0.0116205
3020,4070,0.63,0.000249481,0.0116205
1303,1634,0.63,0.000249481,0.0116205
165,30851,0.63,0.000249481,0.0116205
115908,4082,0.63,0.000249481,0.0116205
6194,6205,0.63,0.000250729,0.0116733
6137,6181,0.63,0.00025256,0.0117227
6193,6218,0.63,0.000253139,0.0117227
6141,6193,0.63,0.000253139,0.0117227
170622,6138,0.63,0.000253139,0.0117227
6173,6175,0.63,0.000253139,0.0117227
6134,6188,0.63,0.000253139,0.0117227
4736,6137,0.63,0.000253139,0.0117227
11224,6133,0.63,0.000253139,0.0117227
6206,6235,0.63,0.000253139,0.0117227
6168,6204,0.63,0.000253139,0.0117227
4718,515,0.629,0.000256844,0.0118469
6194,9349,0.629,0.000256844,0.0118469
6141,6146,0.629,0.000256844,0.0118469
6124,6232,0.629,0.000256844,0.0118469
3646,6187,0.629,0.000256844,0.0118469
115908,6423,0.629,0.000256844,0.0118469
1490,23022,0.629,0.000256844,0.0118469
2509,7528,0.629,0.000260597,0.011967
6132,9045,0.629,0.000260597,0.011967
1938,6227,0.629,0.000260597,0.011967
4666,6164,0.629,0.000260597,0.011967
51386,6139,0.629,0.000260597,0.011967
6175,7311,0.629,0.000260597,0.011967
4508,4513,0.629,0.000260597,0.011967
51637,6141,0.629,0.000260597,0.011967
6135,6158,0.629,0.000260597,0.011967
6141,6228,0.628,0.000261895,0.0120213
6159,6181,0.628,0.000263798,0.0120671
10109,8724,0.628,0.000264398,0.0120671
3646,6208,0.628,0.000264398,0.0120671
6130,6229,0.628,0.000264398,0.0120671
6083,6124,0.628,0.000264398,0.0120671
6217,6227,0.628,0.000264398,0.0120671
6201,6235,0.628,0.000264398,0.0120671
4736,6223,0.628,0.000264398,0.0120671
10457,5552,0.628,0.000264398,0.0120671
25994,27020,0.628,0.000264398,0.0120671
6141,7311,0.628,0.000264398,0.0120671
5042,6201,0.628,0.000268248,0.0122107
3646,6194,0.628,0.000268248,0.0122107
6167,6223,0.628,0.000268248,0.0122107
25873,6223,0.627,0.00026958,0.012266
11167,6142,0.627,0.000272147,0.0123343
51386,6157,0.627,0.000272147,0.0123343
6223,7311,0.627,0.000272147,0.0123343
6138,6160,0.627,0.000272147,0.0123343
6157,6227,0.627,0.000272147,0.0123343
6157,6206,0.627,0.000272147,0.0123343
6134,6203,0.627,0.000272147,0.0123343
6181,6188,0.627,0.000273497,0.0123901
1634,387,0.627,0.000276097,0.0124484
293,6189,0.627,0.000276097,0.0124484
6187,6188,0.627,0.000276097,0.0124484
6137,6164,0.627,0.000276097,0.0124484
4673,6083,0.627,0.000276097,0.0124484
3015,57570,0.627,0.000276097,0.0124484
84790,9168,0.627,0.000276097,0.0124484
6134,6222,0.627,0.000276097,0.0124484
2200,3685,0.627,0.000276097,0.0124484
3491,6678,0.627,0.000276097,0.0124484
6205,6228,0.627,0.00027684,0.0124765
1490,302,0.626,0.000280096,0.0125743
29997,6204,0.626,0.000280096,0.0125743
4673,6194,0.626,0.000280096,0.0125743
2665,6152,0.626,0.000280096,0.0125743
1936,3646,0.626,0.000280096,0.0125743
5411,5479,0.626,0.000280096,0.0125743
3122,6281,0.626,0.00028351,0.0127111
1508,5861,0.626,0.00028351,0.0127111
11224,6181,0.626,0.00028351,0.0127111
115908,23471,0.626,0.000284147,0.0127123
6146,6161,0.626,0.000284147,0.0127123
54543,6124,0.626,0.000284147,0.0127123
115908,1490,0.626,0.000284147,0.0127123
6136,6168,0.625,0.000285551,0.0127697
1300,6281,0.625,0.000287605,0.0128298
3685,6745,0.625,0.00028825,0.0128298
6229,9349,0.625,0.00028825,0.0128298
6159,6235,0.625,0.00028825,0.0128298
6167,6194,0.625,0.00028825,0.0128298
4513,4537,0.625,0.00028825,0.0128298
6083,6130,0.625,0.00028825,0.0128298
6141,6204,0.625,0.00028825,0.0128298
4512,4536,0.625,0.000289672,0.0128821
6134,6181,0.625,0.000289672,0.0128821
10631,6281,0.625,0.000291752,0.0129044
1490,81671,0.625,0.000292405,0.0129044
10109,5230,0.625,0.000292405,0.0129044
1936,6146,0.625,0.000292405,0.0129044
3646,7311,0.625,0.000292405,0.0129044
6156,6173,0.625,0.000292405,0.0129044
6132,6201,0.625,0.000292405,0.0129044
11224,6164,0.625,0.000292405,0.0129044
6083,6168,0.625,0.000292405,0.0129044
4666,6130,0.625,0.000292405,0.0129044
6141,9045,0.625,0.000292405,0.0129044
29997,51386,0.625,0.000292405,0.0129044
1291,6925,0.625,0.000292405,0.0129044
1009,1490,0.625,0.000292405,0.0129044
4082,6678,0.625,0.000292405,0.0129044
1634,678,0.624,0.000296612,0.0130294
1915,4736,0.624,0.000296612,0.0130294
6164,6202,0.624,0.000296612,0.0130294
170622,6203,0.624,0.000296612,0.0130294
6175,6201,0.624,0.000296612,0.0130294
11224,3921,0.624,0.000296612,0.0130294
6124,6188,0.624,0.000296612,0.0130294
10109,4904,0.624,0.000296612,0.0130294
6168,6173,0.624,0.000296612,0.0130294
6135,6209,0.624,0.000296612,0.0130294
6925,7058,0.624,0.000296612,0.0130294
115908,6281,0.624,0.000300205,0.0131666
6158,6193,0.624,0.000300873,0.0131666
29997,6232,0.624,0.000300873,0.0131666
6128,6159,0.624,0.000300873,0.0131666
677,7077,0.624,0.000300873,0.0131666
1293,6876,0.624,0.000300873,0.0131666
1295,4267,0.624,0.000300873,0.0131666
1290,8404,0.624,0.000300873,0.0131666
23521,6136,0.623,0.000304511,0.0132885
10631,378,0.623,0.000305187,0.0132885
4072,51313,0.623,0.000305187,0.0132885
2879,6209,0.623,0.000305187,0.0132885
3921,6164,0.623,0.000305187,0.0132885
6133,6138,0.623,0.000305187,0.0132885
6083,6206,0.623,0.000305187,0.0132885
11224,6175,0.623,0.000305187,0.0132885
6143,6223,0.623,0.000305187,0.0132885
6134,6201,0.623,0.000305187,0.0132885
6138,6194,0.623,0.000305187,0.0132885
25878,6423,0.623,0.000305187,0.0132885
6222,6228,0.623,0.000308873,0.0134059
5478,5879,0.623,0.000308873,0.0134059
115908,378,0.623,0.000309556,0.0134059
23521,26986,0.623,0.000309556,0.0134059
6173,6224,0.623,0.000309556,0.0134059
11059,23204,0.623,0.000309556,0.0134059
6157,6188,0.623,0.000309556,0.0134059
4673,6233,0.623,0.000309556,0.0134059
2665,4673,0.623,0.000309556,0.0134059
10631,4082,0.623,0.000309556,0.0134059
6130,6228,0.622,0.000311074,0.013466
11224,6207,0.622,0.000313289,0.0135412
6187,6202,0.622,0.000313981,0.0135412
10399,6189,0.622,0.000313981,0.0135412
1938,6203,0.622,0.000313981,0.0135412
4736,6218,0.622,0.000313981,0.0135412
170622,6228,0.622,0.00031776,0.0136553
3312,6139,0.622,0.00031846,0.0136553
6133,6164,0.622,0.00031846,0.0136553
6146,7311,0.622,0.00031846,0.0136553
6175,6222,0.622,0.00031846,0.0136553
6141,6218,0.622,0.00031846,0.0136553
11224,6235,0.622,0.00031846,0.0136553
10376,302,0.622,0.00031846,0.0136553
83955,8621,0.622,0.00031846,0.0136553
6925,7077,0.622,0.00031846,0.0136553
3939,5478,0.622,0.000320017,0.0137164
6156,6207,0.621,0.000322288,0.0137648
6136,6189,0.621,0.000322288,0.0137648
25873,6202,0.621,0.000322288,0.0137648
378,4060,0.621,0.000322996,0.0137648
25800,25912,0.621,0.000322996,0.0137648
1915,6173,0.621,0.000322996,0.0137648
2665,6122,0.621,0.000322996,0.0137648
4538,5800,0.621,0.000322996,0.0137648
3921,4673,0.621,0.000322996,0.0137648
1295,1490,0.621,0.000322996,0.0137648
1290,6876,0.621,0.000322996,0.0137648
6136,6139,0.621,0.000326873,0.0139093
6171,6209,0.621,0.000327589,0.0139093
293,6194,0.621,0.000327589,0.0139093
54543,6204,0.621,0.000327589,0.0139093
25873,6168,0.62,0.000331515,0.0140097
103,50848,0.62,0.00033224,0.0140097
6122,6224,0.62,0.00033224,0.0140097
6141,6187,0.62,0.00033224,0.0140097
1937,6189,0.62,0.00033224,0.0140097
54543,8665,0.62,0.00033224,0.0140097
3123,567,0.62,0.00033224,0.0140097
54918,57570,0.62,0.00033224,0.0140097
6188,6235,0.62,0.00033224,0.0140097
6202,6218,0.62,0.00033224,0.0140097
23521,6133,0.62,0.00033224,0.0140097
27075,51522,0.62,0.00033224,0.0140097
11167,7078,0.62,0.00033224,0.0140097
6136,6207,0.62,0.00033313,0.0140416
6133,6207,0.62,0.000336215,0.0141282
3106,3122,0.62,0.000336948,0.0141282
2597,515,0.62,0.000336948,0.0141282
10169,5479,0.62,0.000336948,0.0141282
6135,6161,0.62,0.000336948,0.0141282
1300,800,0.62,0.000336948,0.0141282
3688,3956,0.62,0.000336948,0.0141282
10631,3491,0.62,0.000336948,0.0141282
11167,2665,0.619,0.000341715,0.0142821
23471,3956,0.619,0.000341715,0.0142821
10109,7114,0.619,0.000341715,0.0142821
1937,6187,0.619,0.000341715,0.0142821
6128,6222,0.619,0.000341715,0.0142821
1937,6234,0.619,0.000341715,0.0142821
29997,6122,0.619,0.000341715,0.0142821
5376,6281,0.619,0.000343375,0.0143457
11031,7078,0.619,0.000346542,0.014426
10075,7178,0.619,0.000346542,0.014426
1936,6157,0.619,0.000346542,0.014426
10399,6122,0.619,0.000346542,0.014426
23521,7311,0.619,0.000346542,0.014426
6167,6203,0.619,0.000346542,0.014426
3921,6223,0.619,0.000346542,0.014426
10632,4736,0.619,0.000346542,0.014426
25878,30851,0.619,0.000346542,0.014426
1982,22872,0.619,0.000348223,0.0144786
25873,6157,0.619,0.000348223,0.0144786
6128,6136,0.619,0.000348223,0.0144786
1293,6281,0.618,0.000350669,0.0145423
2625,9208,0.618,0.000350669,0.0145423
387,5230,0.618,0.000351428,0.0145423
3312,3490,0.618,0.000351428,0.0145423
6187,6203,0.618,0.000351428,0.0145423
1933,6218,0.618,0.000351428,0.0145423
302,5879,0.618,0.000351428,0.0145423
170960,9295,0.618,0.000351428,0.0145423
1513,25878,0.618,0.000351428,0.0145423
1278,7078,0.618,0.000351428,0.0145423
30851,3956,0.618,0.000351428,0.0145423
6136,6235,0.618,0.00035313,0.0146069
27075,3799,0.618,0.000356375,0.0146539
103910,9445,0.618,0.000356375,0.0146539
10399,293,0.618,0.000356375,0.0146539
6083,6155,0.618,0.000356375,0.0146539
1915,2665,0.618,0.000356375,0.0146539
6234,6235,0.618,0.000356375,0.0146539
6206,6227,0.618,0.000356375,0.0146539
4666,6188,0.618,0.000356375,0.0146539
11224,6137,0.618,0.000356375,0.0146539
170622,6146,0.618,0.000356375,0.0146539
5872,64710,0.618,0.000356375,0.0146539
6189,9349,0.618,0.000356375,0.0146539
1490,54829,0.618,0.000356375,0.0146539
1303,6876,0.618,0.000356375,0.0146539
4904,8483,0.617,0.000361384,0.0148072
1936,6204,0.617,0.000361384,0.0148072
26986,6194,0.617,0.000361384,0.0148072
6152,6167,0.617,0.000361384,0.0148072
23471,3939,0.617,0.000361384,0.0148072
1462,3688,0.617,0.000361384,0.0148072
1293,1300,0.617,0.000361384,0.0148072
7078,7431,0.617,0.000361384,0.0148072
6678,8404,0.617,0.000361384,0.0148072
6173,6205,0.617,0.000363129,0.0148729
1153,2752,0.617,0.000366454,0.0149737
6876,8724,0.617,0.000366454,0.0149737
10109,3956,0.617,0.000366454,0.0149737
6122,6208,0.617,0.000366454,0.0149737
6130,6235,0.617,0.000366454,0.0149737
3123,3135,0.617,0.000366454,0.0149737
25873,6124,0.616,0.000370791,0.0150947
25873,6170,0.616,0.000370791,0.0150947
10632,8724,0.616,0.000371586,0.0150947
378,7078,0.616,0.000371586,0.0150947
3015,514,0.616,0.000371586,0.0150947
51386,6130,0.616,0.000371586,0.0150947
170622,6173,0.616,0.000371586,0.0150947
4869,6193,0.616,0.000371586,0.0150947
6083,6159,0.616,0.000371586,0.0150947
6160,6169,0.616,0.000375978,0.0151873
6128,8404,0.616,0.000376782,0.0151873
11331,5250,0.616,0.000376782,0.0151873
170622,6132,0.616,0.000376782,0.0151873
6187,6208,0.616,0.000376782,0.0151873
293,6201,0.616,0.000376782,0.0151873
6173,6189,0.616,0.000376782,0.0151873
51386,6137,0.616,0.000376782,0.0151873
1938,2665,0.616,0.000376782,0.0151873
4673,6234,0.616,0.000376782,0.0151873
170622,6135,0.616,0.000376782,0.0151873
10457,3133,0.616,0.000376782,0.0151873
5204,6206,0.616,0.000376782,0.0151873
