Source1,Source2,Weight_mean
alzheimer's disease,cervical cancer,0.025875
alzheimer's disease,cervical radiculopathy,0.0438333
alzheimer's disease,chicken pox,0.0155
alzheimer's disease,cholangiocarcinoma,0.036375
alzheimer's disease,cholecystitis,0.0195
alzheimer's disease,chronic kidney disease,0.02475
alzheimer's disease,chronic obstructive pulmonary disease,0.028
alzheimer's disease,chronic pain,0.02725
alzheimer's disease,cirrhosis of the liver,0.0305
alzheimer's disease,colon cancer,0.0171429
alzheimer's disease,common cold,0.019875
alzheimer's disease,concussion,0.0263889
alzheimer's disease,congestive heart failure,0.0206
alzheimer's disease,coronary artery disease,0.0145
alzheimer's disease,crohn's disease,0.0111667
alzheimer's disease,deep vein thrombosis,0.025625
alzheimer's disease,dementia,0.0202857
alzheimer's disease,drug withdrawal,0.0301923
alzheimer's disease,encephalitis,0.0496429
alzheimer's disease,encephalopathy,0.055
alzheimer's disease,endometrial cancer,0.021
alzheimer's disease,endometriosis,0.0161667
alzheimer's disease,epididymitis,0.01
alzheimer's disease,epilepsy,0.0448214
alzheimer's disease,esophageal cancer,0.0314167
alzheimer's disease,fibromyalgia,0.0285625
alzheimer's disease,gastritis,0.0128333
alzheimer's disease,gastroparesis,0.01675
alzheimer's disease,glaucoma,0.01825
alzheimer's disease,goiter,0.02725
alzheimer's disease,gout,0.0105
alzheimer's disease,heart attack,0.0121667
alzheimer's disease,hepatitis a,0.0192
alzheimer's disease,hepatitis b,0.0184
alzheimer's disease,hepatitis c,0.0305833
alzheimer's disease,hiatal hernia,0.023875
alzheimer's disease,high blood pressure,0.0235
alzheimer's disease,high cholesterol,0.022
alzheimer's disease,hiv/aids,0.028
alzheimer's disease,hyperthyroidism,0.0228125
alzheimer's disease,hypoglycemia,0.0208
alzheimer's disease,hyponatremia,0.0348125
alzheimer's disease,hypothyroidism,0.0176538
alzheimer's disease,insect bites and stings,0.014
alzheimer's disease,iron deficiency anemia,0.0287857
alzheimer's disease,irritable bowel syndrome,0.0261
alzheimer's disease,kidney infection,0.01325
alzheimer's disease,liver cancer,0.051625
alzheimer's disease,low back pain,0.0201
alzheimer's disease,lung cancer,0.0385
alzheimer's disease,lupus,0.019
alzheimer's disease,lyme disease,0.07175
alzheimer's disease,major depression,0.0856667
alzheimer's disease,melanoma,0.0498
alzheimer's disease,meningitis,0.0335833
alzheimer's disease,middle ear infection,0.0505
alzheimer's disease,migraine,0.02575
alzheimer's disease,mono,0.0583333
alzheimer's disease,multiple myeloma,0.026
alzheimer's disease,multiple sclerosis,0.0209286
alzheimer's disease,myasthenia gravis,0.0464
alzheimer's disease,neutropenia,0.0451667
alzheimer's disease,obesity,0.021125
alzheimer's disease,osteoarthritis,0.0317
alzheimer's disease,osteoporosis,0.0238
alzheimer's disease,ovarian cancer,0.032
alzheimer's disease,pancreatitis,0.01
alzheimer's disease,parkinson's disease,0.0208571
alzheimer's disease,pink eye,0.0545
alzheimer's disease,plantar fasciitis,0.01375
alzheimer's disease,pleural effusion,0.0386667
alzheimer's disease,pneumonia,0.0626667
alzheimer's disease,pneumothorax,0.024125
alzheimer's disease,polycystic ovary syndrome,0.03625
alzheimer's disease,post traumatic stress disorder,0.0660625
alzheimer's disease,prostate cancer,0.024875
alzheimer's disease,psoriasis,0.039
alzheimer's disease,psychosis,0.0422
alzheimer's disease,pulmonary embolism,0.01675
alzheimer's disease,pulmonary hypertension,0.0121667
alzheimer's disease,retinal detachment,0.007
alzheimer's disease,rhabdomyolysis,0.0252857
alzheimer's disease,rheumatoid arthritis,0.015
alzheimer's disease,schizophrenia,0.0253333
alzheimer's disease,sciatica,0.04225
alzheimer's disease,seasonal allergies,0.0305
alzheimer's disease,sebaceous cyst,0.0155
alzheimer's disease,sepsis,0.0426429
alzheimer's disease,shingles,0.0176667
alzheimer's disease,sickle cell anemia,0.0274
alzheimer's disease,sinusitis,0.04975
alzheimer's disease,sleep apnea,0.031
alzheimer's disease,spondylosis,0.0398
alzheimer's disease,sprained ankle,0.02375
alzheimer's disease,sprained knee,0.018
alzheimer's disease,sprained wrist,0.02925
alzheimer's disease,stomach flu,0.0198333
alzheimer's disease,stomach ulcer,0.0365
alzheimer's disease,strep throat,0.05575
alzheimer's disease,stroke,0.04025
alzheimer's disease,tension headache,0.02425
alzheimer's disease,thoracic radiculopathy,0.071875
alzheimer's disease,thyroid cancer,0.035
alzheimer's disease,thyroid nodules,0.0395
alzheimer's disease,traumatic brain injury,0.0243636
alzheimer's disease,type 1 diabetes,0.014875
alzheimer's disease,type 2 diabetes,0.0186429
alzheimer's disease,ulcerative colitis,0.0185
alzheimer's disease,upper respiratory infection,0.100833
alzheimer's disease,urinary tract infection,0.0273333
alzheimer's disease,vitamin d deficiency,0.0416667
anaphylaxis,anemia,0.0285556
anaphylaxis,aneurysm,0.0235
anaphylaxis,angina,0.0388125
anaphylaxis,aphasia,0.0233333
anaphylaxis,appendicitis,0.1
anaphylaxis,arrhythmia,0.04
anaphylaxis,arthritis,0.038
anaphylaxis,asthma,0.0454444
anaphylaxis,atopic dermatitis,0.0695714
anaphylaxis,atrial fibrillation,0.0258333
anaphylaxis,bed bug bite,0.09775
anaphylaxis,bell's palsy,0.0298333
anaphylaxis,bipolar disorder,0.0237143
anaphylaxis,bladder cancer,0.0192
anaphylaxis,bone fracture,0.0725
anaphylaxis,bone infection,0.0699
anaphylaxis,borderline personality disorder,0.046375
anaphylaxis,brain tumor,0.0302857
anaphylaxis,breast cancer,0.0344
anaphylaxis,bronchitis,0.0418571
anaphylaxis,burn,0.0562
anaphylaxis,cardiac arrest,0.0158333
anaphylaxis,cardiomyopathy,0.0282143
anaphylaxis,carpal tunnel syndrome,0.0404
anaphylaxis,cataracts,0.02375
anaphylaxis,celiac disease,0.0577857
anaphylaxis,cellulitis,0.129917
anaphylaxis,cervical cancer,0.0491429
anaphylaxis,cervical radiculopathy,0.026
anaphylaxis,chicken pox,0.079
anaphylaxis,chlamydia,0.060125
anaphylaxis,cholangiocarcinoma,0.0545
anaphylaxis,cholecystitis,0.076625
anaphylaxis,chronic kidney disease,0.027
anaphylaxis,chronic obstructive pulmonary disease,0.0287727
anaphylaxis,chronic pain,0.0323
anaphylaxis,cirrhosis of the liver,0.040875
anaphylaxis,colon cancer,0.045625
anaphylaxis,common cold,0.0216
anaphylaxis,concussion,0.037125
anaphylaxis,congestive heart failure,0.0536667
anaphylaxis,coronary artery disease,0.02375
anaphylaxis,crohn's disease,0.0834286
anaphylaxis,deep vein thrombosis,0.0686
anaphylaxis,dementia,0.0170833
anaphylaxis,diverticulitis,0.0776
anaphylaxis,diverticulosis,0.0628333
anaphylaxis,drug withdrawal,0.0365556
anaphylaxis,ectopic pregnancy,0.0615
anaphylaxis,encephalitis,0.0285
anaphylaxis,encephalopathy,0.0225
anaphylaxis,endometrial cancer,0.0305
anaphylaxis,endometriosis,0.0589167
anaphylaxis,epididymitis,0.0775
anaphylaxis,epilepsy,0.0658333
anaphylaxis,esophageal cancer,0.0461667
anaphylaxis,fibroids,0.07475
anaphylaxis,fibromyalgia,0.0248
anaphylaxis,gallstones,0.078625
anaphylaxis,gastritis,0.08375
anaphylaxis,gastroparesis,0.0655625
anaphylaxis,glaucoma,0.0286667
anaphylaxis,goiter,0.043
anaphylaxis,gout,0.0742
anaphylaxis,groin hernia,0.052125
anaphylaxis,heart attack,0.0296
anaphylaxis,hepatitis a,0.0505714
anaphylaxis,hepatitis b,0.0215
anaphylaxis,hepatitis c,0.0240833
anaphylaxis,hiatal hernia,0.04475
anaphylaxis,high blood pressure,0.0371667
anaphylaxis,high cholesterol,0.032625
anaphylaxis,hiv/aids,0.0261818
anaphylaxis,hives,0.0757083
anaphylaxis,hyperthyroidism,0.0350417
anaphylaxis,hypoglycemia,0.02225
anaphylaxis,hyponatremia,0.0278333
anaphylaxis,hypothyroidism,0.023375
anaphylaxis,insect bites and stings,0.12275
anaphylaxis,iron deficiency anemia,0.0230833
anaphylaxis,irritable bowel syndrome,0.0655
anaphylaxis,kidney infection,0.0672857
anaphylaxis,kidney stone,0.0895
anaphylaxis,liver cancer,0.0452857
anaphylaxis,low back pain,0.014
anaphylaxis,lung cancer,0.038
anaphylaxis,lupus,0.0322308
anaphylaxis,lyme disease,0.0589167
anaphylaxis,major depression,0.04725
anaphylaxis,melanoma,0.034375
anaphylaxis,meningitis,0.0405
anaphylaxis,middle ear infection,0.03625
anaphylaxis,migraine,0.0435833
anaphylaxis,miscarriage,0.04175
anaphylaxis,mono,0.0596667
anaphylaxis,multiple myeloma,0.03225
anaphylaxis,multiple sclerosis,0.0223125
anaphylaxis,myasthenia gravis,0.0476667
anaphylaxis,neutropenia,0.0376
anaphylaxis,obesity,0.0403125
anaphylaxis,osteoarthritis,0.06475
anaphylaxis,osteoporosis,0.028
anaphylaxis,ovarian cancer,0.0463125
anaphylaxis,ovarian cyst,0.0611667
anaphylaxis,pancreatitis,0.0914
anaphylaxis,parkinson's disease,0.019875
anaphylaxis,pink eye,0.0909167
anaphylaxis,plantar fasciitis,0.0825
anaphylaxis,pleural effusion,0.057
anaphylaxis,pneumonia,0.0374444
anaphylaxis,pneumothorax,0.030375
anaphylaxis,polycystic ovary syndrome,0.0575
anaphylaxis,post traumatic stress disorder,0.0457857
anaphylaxis,prostate cancer,0.014625
anaphylaxis,psoriasis,0.0424
anaphylaxis,psychosis,0.028
anaphylaxis,pulmonary embolism,0.0596667
anaphylaxis,pulmonary hypertension,0.0386667
anaphylaxis,retinal detachment,0.0255
anaphylaxis,rhabdomyolysis,0.0428333
anaphylaxis,rheumatoid arthritis,0.0350455
anaphylaxis,schizophrenia,0.021
anaphylaxis,sciatica,0.0105
anaphylaxis,seasonal allergies,0.0448182
anaphylaxis,sebaceous cyst,0.0948333
anaphylaxis,sepsis,0.0344583
anaphylaxis,shingles,0.057125
anaphylaxis,sickle cell anemia,0.030625
anaphylaxis,sinusitis,0.0355833
anaphylaxis,sleep apnea,0.0285714
anaphylaxis,spondylosis,0.03025
anaphylaxis,sprained ankle,0.3075
anaphylaxis,sprained knee,0.1735
anaphylaxis,sprained wrist,0.231
anaphylaxis,stomach flu,0.0948125
anaphylaxis,stomach ulcer,0.0425
anaphylaxis,strep throat,0.0468333
anaphylaxis,stroke,0.0219
anaphylaxis,tension headache,0.0491667
anaphylaxis,thoracic radiculopathy,0.0125
anaphylaxis,thyroid cancer,0.038
anaphylaxis,thyroid nodules,0.0566667
anaphylaxis,traumatic brain injury,0.029625
anaphylaxis,type 1 diabetes,0.0244167
anaphylaxis,type 2 diabetes,0.0249
anaphylaxis,ulcerative colitis,0.082
anaphylaxis,upper respiratory infection,0.0592
anaphylaxis,urinary tract infection,0.0160625
anaphylaxis,vitamin d deficiency,0.0365833
anemia,aneurysm,0.0365
anemia,angina,0.03945
anemia,aphasia,0.0775
anemia,appendicitis,0.1031
anemia,arrhythmia,0.0531
anemia,arthritis,0.0238
anemia,asthma,0.0404167
anemia,atopic dermatitis,0.0231667
anemia,atrial fibrillation,0.0392778
anemia,bed bug bite,0.0243333
anemia,bell's palsy,0.08225
anemia,bipolar disorder,0.0502857
anemia,bladder cancer,0.0408333
anemia,bone fracture,0.021
anemia,bone infection,0.0503
anemia,borderline personality disorder,0.134
anemia,brain tumor,0.0525
anemia,breast cancer,0.043375
anemia,bronchitis,0.064
anemia,burn,0.0196667
anemia,cardiac arrest,0.01725
anemia,cardiomyopathy,0.0363889
anemia,carpal tunnel syndrome,0.0306
anemia,cataracts,0.032
anemia,celiac disease,0.0553333
anemia,cellulitis,0.0705
anemia,cervical cancer,0.0513
anemia,cervical radiculopathy,0.0575
anemia,chicken pox,0.0231667
anemia,chlamydia,0.0539
anemia,cholangiocarcinoma,0.0582222
anemia,cholecystitis,0.06325
anemia,chronic kidney disease,0.03365
anemia,chronic obstructive pulmonary disease,0.03575
anemia,chronic pain,0.0395714
anemia,cirrhosis of the liver,0.036
anemia,colon cancer,0.0422667
anemia,common cold,0.026375
anemia,concussion,0.05
anemia,congestive heart failure,0.0596667
anemia,coronary artery disease,0.0265625
anemia,crohn's disease,0.0605
anemia,deep vein thrombosis,0.03825
anemia,dementia,0.024
anemia,diverticulitis,0.098125
anemia,diverticulosis,0.04375
anemia,drug withdrawal,0.0526429
anemia,ectopic pregnancy,0.0703333
anemia,encephalitis,0.046
anemia,encephalopathy,0.0395
anemia,endometrial cancer,0.0387778
anemia,endometriosis,0.0572
anemia,epididymitis,0.048
anemia,epilepsy,0.033
anemia,esophageal cancer,0.0496818
anemia,fibroids,0.0660714
anemia,fibromyalgia,0.04125
anemia,gallstones,0.078625
anemia,gastritis,0.0509375
anemia,gastroparesis,0.0724286
anemia,glaucoma,0.0253
anemia,goiter,0.047375
anemia,gout,0.015
anemia,groin hernia,0.03325
anemia,heart attack,0.0278333
anemia,hepatitis a,0.0510556
anemia,hepatitis b,0.0322727
anemia,hepatitis c,0.036875
anemia,hiatal hernia,0.0395556
anemia,high blood pressure,0.0332143
anemia,high cholesterol,0.034625
anemia,hiv/aids,0.0325769
anemia,hives,0.036
anemia,hyperthyroidism,0.033625
anemia,hypoglycemia,0.02575
anemia,hyponatremia,0.04425
anemia,hypothyroidism,0.0280333
anemia,iron deficiency anemia,0.04225
anemia,irritable bowel syndrome,0.0661111
anemia,kidney infection,0.0494286
anemia,kidney stone,0.0419
anemia,liver cancer,0.058375
anemia,low back pain,0.07
anemia,lung cancer,0.0465625
anemia,lupus,0.0351
anemia,lyme disease,0.0726667
anemia,major depression,0.118875
anemia,melanoma,0.0546667
anemia,meningitis,0.0517857
anemia,middle ear infection,0.02825
anemia,migraine,0.0476875
anemia,miscarriage,0.104667
anemia,mono,0.0645714
anemia,multiple myeloma,0.0357857
anemia,multiple sclerosis,0.0415
anemia,myasthenia gravis,0.0567857
anemia,neutropenia,0.0562143
anemia,obesity,0.032375
anemia,osteoarthritis,0.0386667
anemia,osteoporosis,0.0355
anemia,ovarian cancer,0.05045
anemia,ovarian cyst,0.0673333
anemia,pancreatitis,0.0753333
anemia,parkinson's disease,0.0342778
anemia,pink eye,0.017
anemia,pleural effusion,0.0631
anemia,pneumonia,0.0531429
anemia,pneumothorax,0.0485
anemia,polycystic ovary syndrome,0.0483333
anemia,post traumatic stress disorder,0.0898
anemia,prostate cancer,0.038875
anemia,psoriasis,0.0276429
anemia,psychosis,0.0801667
anemia,pulmonary embolism,0.0633333
anemia,pulmonary hypertension,0.0356
anemia,retinal detachment,0.01775
anemia,rhabdomyolysis,0.0424
anemia,rheumatoid arthritis,0.0326111
anemia,schizophrenia,0.0353333
anemia,sciatica,0.041
anemia,seasonal allergies,0.0295833
anemia,sepsis,0.0401364
anemia,shingles,0.045875
anemia,sickle cell anemia,0.02775
anemia,sinusitis,0.039125
anemia,sleep apnea,0.0421875
anemia,spondylosis,0.0524
anemia,stomach flu,0.0830833
anemia,stomach ulcer,0.04435
anemia,strep throat,0.0425
anemia,stroke,0.0609167
anemia,tension headache,0.0511667
anemia,thoracic radiculopathy,0.158
anemia,thyroid cancer,0.0512143
anemia,thyroid nodules,0.033
anemia,traumatic brain injury,0.0321667
anemia,type 1 diabetes,0.0295
anemia,type 2 diabetes,0.0350714
anemia,ulcerative colitis,0.0623
anemia,upper respiratory infection,0.0718333
anemia,urinary tract infection,0.02765
anemia,vitamin d deficiency,0.0450714
aneurysm,angina,0.055375
aneurysm,aphasia,0.0569
aneurysm,appendicitis,0.34375
aneurysm,arrhythmia,0.052375
aneurysm,arthritis,0.0625
aneurysm,asthma,0.043
aneurysm,atopic dermatitis,0.072
aneurysm,atrial fibrillation,0.02775
aneurysm,bell's palsy,0.07875
aneurysm,bipolar disorder,0.0105
aneurysm,bladder cancer,0.05725
aneurysm,bone fracture,0.0568
aneurysm,bone infection,0.0621667
aneurysm,borderline personality disorder,0.024
aneurysm,brain tumor,0.057
aneurysm,breast cancer,0.0453
aneurysm,bronchitis,0.0695
aneurysm,burn,0.083
aneurysm,cardiac arrest,0.01525
aneurysm,cardiomyopathy,0.022625
aneurysm,carpal tunnel syndrome,0.053
aneurysm,cataracts,0.0310833
aneurysm,celiac disease,0.0838333
aneurysm,cellulitis,0.1095
aneurysm,cervical cancer,0.13775
aneurysm,cervical radiculopathy,0.1657
aneurysm,chicken pox,0.035875
aneurysm,chlamydia,0.1575
aneurysm,cholangiocarcinoma,0.0975
aneurysm,cholecystitis,0.23475
aneurysm,chronic kidney disease,0.033
aneurysm,chronic obstructive pulmonary disease,0.0235
aneurysm,chronic pain,0.0831667
aneurysm,cirrhosis of the liver,0.0412
aneurysm,colon cancer,0.0565
aneurysm,common cold,0.0277143
aneurysm,concussion,0.0492083
aneurysm,congestive heart failure,0.0225
aneurysm,coronary artery disease,0.0213333
aneurysm,crohn's disease,0.156333
aneurysm,deep vein thrombosis,0.097
aneurysm,dementia,0.0225
